ШВЕЦИЯ: Первый южный дивизион 1,34,Оскарсхамнс АИК - Ютсиктенс ,0:1,http://m.myscore.ru/match/SfdxIZVQ/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
МАРОККО: Ботола 1,10,Раджа Бени Меллаль - ФУС Рабат ,1:0,http://m.myscore.ru/match/fwnVxvs4/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
СЕВЕРНАЯ ИРЛАНДИЯ: Чемпионшип 1,39,Харланд энд Вульф - Дандела ,1:2,http://m.myscore.ru/match/YBuMXYRh/?s=2,10,"Тотал больше 4  [alg C3]
 Ставить при коэффициенте не менее 1.55"
САН-МАРИНО: Чемпионат - Первый этап 1,45,Ювенес/Догана - Фольгоре ,0:3,http://m.myscore.ru/match/YNLnGXfL/?s=2,10,"Тотал больше 4  [alg C3]
 Ставить при коэффициенте не менее 1.55"
ГЕРМАНИЯ: Бундеслига 1,22,Вердер - Фрайбург ,1:1,http://m.myscore.ru/match/AZspQbha/?s=2,1,Тотал первого тайма больше 2.5 [alg B]
УЭЛЬС: Премьер-лига 1,39,Карнарвон - Барри ,1:1,http://m.myscore.ru/match/6NS4Jo6D/?s=2,10,"Тотал больше 3  [alg C3]
 Ставить при коэффициенте не менее 1.55"
СЕВЕРНАЯ ИРЛАНДИЯ: Премьер-лига 1,10,Баллимина - Ларн ,0:1,http://m.myscore.ru/match/8tnHcX9r/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
САУДОВСКАЯ АРАВИЯ: Премьер-лига 1,19,Аль-Таавон - Аль-Шабаб ,0:0,http://m.myscore.ru/match/0YmGytt3/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Национальная лига 1,21,Галифакс Таун - Торки Юнайтед ,0:2,http://m.myscore.ru/match/SQQlaiFD/?s=2,11,"Тотал больше 3  [alg C3]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Премьер дивизион НПЛ 1,24,Бакстон - Эштон Юнайтед ,1:2,http://m.myscore.ru/match/z510wx6J/?s=2,10,"Тотал больше 4  [alg C3]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Лига Истмиан - Премьер дивизион 1,24,Хорнчерч - Поттерс ,0:1,http://m.myscore.ru/match/W8KH0OFc/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Премьер дивизион НПЛ 1,27,Radcliffe - Сталибридж ,1:0,http://m.myscore.ru/match/ni573deb/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Чемпионшип 1,32,Кардифф - Бирмингем ,1:1,http://m.myscore.ru/match/foMyOid2/?s=2,10,"Тотал больше 3  [alg C3]
 Ставить при коэффициенте не менее 1.55"
МАЛЬТА: Премьер-лига 1,17,Моста - Флориана ,0:1,http://m.myscore.ru/match/6oNXQJSA/?s=2,10,"Тотал больше 2.5 [alg A]
 Ставить при коэффициенте не менее 1.55"
АНГЛИЯ: Национальная лига 1,39,Истли - Харрогейт ,1:1,http://m.myscore.ru/match/6Bxt1Dp1/?s=2,10,"Тотал больше 3  [alg C3]
 Ставить при коэффициенте не менее 1.55"
ИСПАНИЯ: Примера 1,39,Леванте - Барселона ,0:1,http://m.myscore.ru/match/YL6qAivU/?s=2,10,"Тотал больше 2.5 [alg A]
 Ставить при коэффициенте не менее 1.55"
СЛОВАКИЯ: Первая лига 1,30,Погронье - Ружомберок ,0:1,http://m.myscore.ru/match/IVgLp6CI/?s=2,10,"Тотал больше 2  [alg C3]
 Ставить при коэффициенте не менее 1.55"
КАТАР: QSL 1,37,Al-Duhail - Аль-Садд ,1:1,http://m.myscore.ru/match/nyHNYsnj/?s=2,10,"Тотал больше 3  [alg C3]
 Ставить при коэффициенте не менее 1.55"
ПЕРУ: Лига 2 1,25,Хуан Аурич - Сьенсиано ,2:0,http://m.myscore.ru/match/2wxeK9ES/?s=2,1,Тотал второго тайма больше 1 [alg B]
